product_id,product_name,description,price,stock_quantity,category
685e2ba4fc13ae2323fa163f,Biodegradable Dog Waste Bags,Eco-friendly bags for picking up after your pet.,14.99,335,Pets
685e2ba4fc13ae2323fa1640,Asian Stir-Fry Kit,Prepped vegetables and sauces for a quick Asian stir-fry meal.,5.49,23,Food 
685e2ba4fc13ae2323fa1641,Frozen Chicken Nuggets,Crispy chicken nuggets for quick meals.,4.49,469,Food 
685e2ba4fc13ae2323fa1642,Whipped Cream Cheese,"Light and fluffy cream cheese, perfect for bagels or cooking.",2.99,448,Food 
685e2ba4fc13ae2323fa1643,Rechargeable Hand Warmer,Portable rechargeable warmer for cold days.,22.99,316,Accessories
685e2ba4fc13ae2323fa1644,Garden Tool Set,Complete set of gardening tools for all your needs.,34.99,108,Garden
685e2ba4fc13ae2323fa1645,Oven-Baked Chicken Tenders,"Crispy and juicy chicken tenders, perfect for dipping.",6.99,193,Food 
685e2ba4fc13ae2323fa1646,Car Emergency Kit,Comprehensive emergency kit for roadside assistance.,49.99,448,Automotive
685e2ba4fc13ae2323fa1647,Smashed Avocado with Lime,"A creamy blend of avocados and lime juice, great for spreads or dips.",2.49,364,Food 
685e2ba4fc13ae2323fa1648,Dill Pickle Chips,Crispy dill pickles that are perfect for snacking or sandwiches.,2.29,383,Food 
685e2ba4fc13ae2323fa1649,Couscous Mix,"Fluffy couscous that cooks in just minutes, perfect as a side.",2.49,408,Food 
685e2ba4fc13ae2323fa164a,Handheld Garment Steamer,Quick and easy way to remove wrinkles from clothes.,34.99,229,Home
685e2ba4fc13ae2323fa164b,Pine Nuts,Nutty flavor perfect for pesto and salads.,7.99,208,Food 
685e2ba4fc13ae2323fa164c,Basketball,Official size basketball for indoor and outdoor play.,29.99,343,Sports
685e2ba4fc13ae2323fa164d,Dark Chocolate Covered Pretzels,Crunchy pretzels dipped in rich dark chocolate.,3.99,298,Food 
685e2ba4fc13ae2323fa164e,Ground Cinnamon,Freshly ground cinnamon spice for baking or seasoning.,1.99,23,Food 
685e2ba4fc13ae2323fa164f,Grapes (red),"Fresh seedless red grapes, perfect for snacking.",3.49,149,Food 
685e2ba4fc13ae2323fa1650,Energy Bites,Healthy energy bites made with oats and natural sweeteners.,3.99,37,Food 
685e2ba4fc13ae2323fa1651,Mini Indoor Herb Garden Kit,All-in-one kit for growing herbs in your kitchen.,24.99,216,Garden
685e2ba4fc13ae2323fa1652,Guitar Tuner,Clip-on guitar tuner with LCD display.,19.99,450,Music
685e2ba4fc13ae2323fa1653,Baked Falafel,"Crispy baked falafel balls, perfect for salads",5.49,1,Food 
685e2ba4fc13ae2323fa1654,Electric Pressure Cooker,"Multi-function pressure cooker that can sauté, steam, and slow cook.",89.99,392,Kitchen
685e2ba4fc13ae2323fa1655,Peach & Mango Salsa,"A zesty salsa made with peaches and mangos, great for chips.",4.49,107,Food 
685e2ba4fc13ae2323fa1656,High-Waisted Skirt,"Chic high-waisted skirt, perfect for professional or casual settings.",34.99,437,Clothing 
685e2ba4fc13ae2323fa1657,Sweet Potatoes,"Sweet and nutritious potatoes, great for roasting.",0.89,494,Food 
685e2ba4fc13ae2323fa1658,Coconut Macaroons,"Chewy cookies made with coconut, perfect for sweet cravings.",4.99,191,Food 
685e2ba4fc13ae2323fa1659,Basil Pesto Pasta,"Pasta tossed with fresh basil pesto, simple and delicious.",6.49,374,Food 
685e2ba4fc13ae2323fa165a,Italian Meatballs,"Juicy meatballs made with a blend of beef and pork, seasoned with Italian herbs.",8.49,491,Food 
685e2ba4fc13ae2323fa165b,Portable Massage Table,Folding massage table for professional or home use.,199.99,305,Health
685e2ba4fc13ae2323fa165c,Fitness Tracker Band,Affordable fitness tracker with heart rate monitor.,29.99,486,Fitness
685e2ba4fc13ae2323fa165d,High-Speed HDMI Cable,Durable cable for connecting devices with high-definition video.,12.99,430,Electronics
685e2ba4fc13ae2323fa165e,Spicy Salsa Verde,"Green salsa with a spicy kick, great for dipping.",3.49,317,Food 
685e2ba4fc13ae2323fa165f,Granola Clusters,"Crunchy granola clusters, perfect for snacking or topping yogurt.",4.99,301,Food 
685e2ba4fc13ae2323fa1660,Ginger Tea,A soothing herbal tea made from ginger root.,4.99,262,Food 
685e2ba4fc13ae2323fa1661,Teriyaki Beef Strips,Marinated beef strips in teriyaki sauce for easy grilling.,7.49,467,Food 
685e2ba4fc13ae2323fa1662,Chia Seed Pudding Mix,Mix to create a delicious chia seed pudding in just a few minutes.,4.19,360,Food 
685e2ba4fc13ae2323fa1663,Interactive Plush Toy,"Soft, cuddly toy that interacts with children.",34.99,389,Toys
685e2ba4fc13ae2323fa1664,Freestanding Wine Rack,Stylish wine rack to store and display bottles.,79.99,424,Home
685e2ba4fc13ae2323fa1665,Sweet Corn Fritters,Golden-brown fritters made with sweet corn.,4.49,321,Food 
685e2ba4fc13ae2323fa1666,Herbal Tea Set,Assorted herbal tea bags for relaxation and wellness.,19.99,192,Food
685e2ba4fc13ae2323fa1667,Cranberry Orange Oatmeal,Instant oatmeal flavored with cranberries and orange zest for breakfast.,2.49,498,Food 
685e2ba4fc13ae2323fa1668,Spicy Kimchi,"Traditional Korean fermented vegetables, packed with flavor.",4.79,301,Food 
685e2ba4fc13ae2323fa1669,Stainless Steel Water Pitcher,Insulated pitcher to keep beverages cold or hot.,39.99,429,Kitchen
685e2ba4fc13ae2323fa166a,Luxury Bathrobe,Soft and cozy bathrobe perfect for relaxing at home.,49.99,104,Clothing
685e2ba4fc13ae2323fa166b,Portable Pet Stroller,Convenient stroller for pets to enjoy outdoor walks.,89.99,194,Pets
685e2ba4fc13ae2323fa166c,Comfortable Bed Pillow,Supportive pillow designed for a good night's sleep.,24.99,60,Home
685e2ba4fc13ae2323fa166d,Flavored Instant Oatmeal,Quick oatmeal with various flavors,2.99,248,Food 
685e2ba4fc13ae2323fa166e,Creamy Garlic Dressing,"Rich and creamy dressing with garlic flavor, perfect for salads.",3.99,463,Food 
685e2ba4fc13ae2323fa166f,Motion Sensor Light,Battery-operated motion sensor light for safety.,19.99,13,Home
685e2ba4fc13ae2323fa1670,Ginger Snaps,Spicy ginger cookies that are crunchy and delicious.,2.79,59,Food 
685e2ba4fc13ae2323fa1671,Fitness Tracker Band,Affordable fitness tracker with heart rate monitor.,29.99,391,Fitness
685e2ba4fc13ae2323fa1672,Portable Speaker Stand,Adjustable stand for portable speakers and devices.,39.99,319,Audio
685e2ba4fc13ae2323fa1673,Almond Flour Tortillas,"Gluten-free tortillas made from almond flour, perfect for various wraps and meals.",4.99,139,Food 
685e2ba4fc13ae2323fa1674,Dark Chocolate Covered Almonds,Roasted almonds dipped in rich dark chocolate.,7.19,451,Food 
685e2ba4fc13ae2323fa1675,Mediterranean Flatbread,"Artisan bread topped with olives, feta, and herbs, perfect for sharing.",3.5,145,Food 
685e2ba4fc13ae2323fa1676,Set of Herb Garden Markers,Stylish markers for labeling your indoor garden plants.,8.99,274,Garden
685e2ba4fc13ae2323fa1677,Coconut Curry Chicken,"Tender chicken cooked in a rich coconut curry sauce, ready to heat and serve.",9.99,78,Food 
685e2ba4fc13ae2323fa1678,Maple Pecan Granola,"Crunchy granola with maple syrup and pecans, great for breakfast or snacking.",4.49,331,Food 
685e2ba4fc13ae2323fa1679,Smart Light Bulbs,Color-changing smart LED bulbs compatible with Alexa.,34.99,485,Smart Home
685e2ba4fc13ae2323fa167a,Cat Tree,Multi-level cat tree for climbing and scratching.,99.99,47,Pets
685e2ba4fc13ae2323fa167b,Whole Wheat Pita Bread,"Soft and fluffy whole wheat pita bread, great for wraps.",2.79,192,Food 
685e2ba4fc13ae2323fa167c,Freestanding Wine Rack,Stylish wine rack to store and display bottles.,79.99,341,Home
685e2ba4fc13ae2323fa167d,Solar String Lights,Eco-friendly string lights for outdoor decor.,29.99,73,Outdoor
685e2ba4fc13ae2323fa167e,Multi-Purpose Marine Rope,"Heavy-duty rope suitable for boating, camping, and general use.",19.99,133,Outdoor
685e2ba4fc13ae2323fa167f,Gardening Fairy Figurines,Cute fairy figurines to decorate your garden or potted plants.,14.99,391,Garden
685e2ba4fc13ae2323fa1680,Beet Salad,"Ready-to-eat beet salad with dressing, great side dish.",3.99,191,Food 
685e2ba4fc13ae2323fa1681,Truffle Parmesan Fries,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack.",4.99,411,Food 
685e2ba4fc13ae2323fa1682,Fitness Smartwatch,Multifunctional smartwatch for fitness tracking.,99.99,278,Wearable Tech
685e2ba4fc13ae2323fa1683,Pumpkin Spice Latte Mix,Instant mix for delicious pumpkin spice lattes at home.,3.29,342,Food 
685e2ba4fc13ae2323fa1684,Tuscan Bean Soup,A hearty mix of beans in a flavorful tomato broth.,2.49,173,Food 
685e2ba4fc13ae2323fa1685,Avocado Oil Mayo,Creamy mayonnaise made with avocado oil for a healthier twist.,5.29,218,Food 
685e2ba4fc13ae2323fa1686,Portable USB-C Monitor,Lightweight and slim monitor ideal for dual-screen setups.,199.99,190,Electronics
685e2ba4fc13ae2323fa1687,Children's Educational Workbook,Activity workbook for early learning and fun.,12.99,416,Books
685e2ba4fc13ae2323fa1688,Maple Almond Granola,Crunchy granola with maple flavor and almond pieces for breakfast.,5.49,224,Food 
685e2ba4fc13ae2323fa1689,Coconut Curry Chicken,"Tender chicken cooked in a rich coconut curry sauce, ready to heat and serve.",9.99,405,Food 
685e2ba4fc13ae2323fa168a,Smart LED Light Strip,"Customizable RGB LED light strip, perfect for mood lighting.",29.99,398,Home
685e2ba4fc13ae2323fa168b,Travel Document Organizer,"Organize travel documents, passport, and cards.",15.99,373,Travel
685e2ba4fc13ae2323fa168c,Portable UV Sterilizer,Compact sterilizer for disinfecting small items.,19.99,277,Health
685e2ba4fc13ae2323fa168d,Pineapple Coconut Bars,Refreshing dessert bars made with pineapple and coconut.,3.79,252,Food 
685e2ba4fc13ae2323fa168e,Luxe Velvet Blazer,Elevate your outfit with this sophisticated velvet blazer.,89.99,494,Clothing 
685e2ba4fc13ae2323fa168f,Handheld Garment Steamer,Quick and easy way to remove wrinkles from clothes.,34.99,355,Home
685e2ba4fc13ae2323fa1690,Non-Stick Baking Sheet,Durable baking sheet coated for easy food release.,18.99,45,Kitchen
685e2ba4fc13ae2323fa1691,Frozen Edamame,"Lightly salted frozen edamame, a protein-packed snack.",3.29,127,Food 
685e2ba4fc13ae2323fa1692,Multi-Purpose Plant Care Tool,"All-in-one tool for measuring soil moisture, light, and pH.",24.99,261,Garden
685e2ba4fc13ae2323fa1693,Laundry Detergent,Effective laundry detergent for a deep clean.,12.99,440,Food 
685e2ba4fc13ae2323fa1694,Eco-Friendly Cleaning Cloths,Reusable microfiber cloths for environmentally friendly cleaning.,12.99,37,Home
685e2ba4fc13ae2323fa1695,Garlic Herb Seasoning,A blend of herbs and garlic for seasoning meats and vegetables.,1.99,334,Food 
685e2ba4fc13ae2323fa1696,Fitness Resistance Bands Kit,Set with various resistance bands for workouts.,29.99,201,Fitness
685e2ba4fc13ae2323fa1697,Camping Chair with Cooler,Foldable chair equipped with a cooler pouch.,49.99,114,Outdoor
685e2ba4fc13ae2323fa1698,Electric Hot Water Dispenser,Instant hot water dispenser for tea and cooking.,59.99,488,Kitchen
685e2ba4fc13ae2323fa1699,Frozen Fruit Medley,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",5.99,202,Food 
685e2ba4fc13ae2323fa169a,Smart LED Desk Lamp,Adjustable lamp with multiple brightness levels and colors.,39.99,263,Office
685e2ba4fc13ae2323fa169b,Garden Hoses with Expandable Features,"Lightweight, expandable hoses for easy handling.",34.99,267,Garden
685e2ba4fc13ae2323fa169c,Coffee Grinder,Burr coffee grinder for fresh ground coffee.,39.99,66,Kitchen
685e2ba4fc13ae2323fa169d,Canned Black Beans,"Delicious and hearty black beans, great for soups or salads.",1.29,299,Food 
685e2ba4fc13ae2323fa169e,Microwave Popcorn Maker,Healthier way to make popcorn in the microwave without oil.,19.99,118,Kitchen
685e2ba4fc13ae2323fa169f,Canvas High-Top Sneakers,Trendy high-top canvas sneakers for a stylish streetwear look.,49.99,154,Clothing 
685e2ba4fc13ae2323fa16a0,Organic Green Tea,Delicate green tea leaves for a refreshing beverage.,4.29,40,Food 
685e2ba4fc13ae2323fa16a1,Electric Rice Cooker,Multi-function rice cooker for all types of rice recipes.,39.99,84,Kitchen
685e2ba4fc13ae2323fa16a2,Noise-Canceling Headphones,High-quality headphones that block out external noise for immersive listening.,119.99,414,Audio
685e2ba4fc13ae2323fa16a3,Pineapple Coconut Yogurt,Creamy yogurt blended with fresh pineapple and coconut pieces.,4.49,190,Food 
685e2ba4fc13ae2323fa16a4,Organic Quinoa Chips,"Light and crispy chips made from quinoa, ideal for dipping.",3.99,472,Food 
685e2ba4fc13ae2323fa16a5,LED Camping Lantern with USB Charging,Rechargeable lantern with multiple brightness settings for outdoors.,34.99,271,Outdoor
685e2ba4fc13ae2323fa16a6,Organic Granola Cereal,Crunchy granola made with organic oats,5.99,169,Food 
685e2ba4fc13ae2323fa16a7,Reusable Food Storage Bags,Eco-friendly silicone bags for food storage and snacks.,19.99,356,Kitchen
685e2ba4fc13ae2323fa16a8,Coconut Curry Chicken,"Tender chicken cooked in a rich coconut curry sauce, ready to heat and serve.",9.99,400,Food 
685e2ba4fc13ae2323fa16a9,Portable Bluetooth Speaker,Compact Bluetooth speaker with rich sound quality.,49.99,108,Audio
685e2ba4fc13ae2323fa16aa,Organic Coconut Flakes,Unsweetened coconut flakes for baking and snacking.,3.49,369,Food 
685e2ba4fc13ae2323fa16ab,Cheddar & Bacon Potato Skins,Gourmet potato skins loaded with cheddar cheese and bacon.,7.49,225,Food 
685e2ba4fc13ae2323fa16ac,Honey Roasted Peanuts,"Crunchy peanuts coated in honey, perfect for snacking.",3.19,483,Food 
685e2ba4fc13ae2323fa16ad,Sesame Garlic Noodles,Delicious noodles tossed in a sesamegarlic sauce.,3.49,112,Food 
685e2ba4fc13ae2323fa16ae,Classic Cheeseburger Mix,"All-in-one mix for easy homemade cheeseburgers, just add ground beef.",5.49,492,Food 
685e2ba4fc13ae2323fa16af,Pet Hair Remover,Effective roller for removing pet hair from furniture.,9.99,2,Pets
685e2ba4fc13ae2323fa16b0,Sweet and Sour Sauce,Perfect dipping sauce or stir-fry addition for a sweet and tangy flavor.,2.79,378,Food 
685e2ba4fc13ae2323fa16b1,Chocolate Avocado Pudding,Rich and creamy pudding made with ripe avocados and cocoa.,4.99,7,Food 
685e2ba4fc13ae2323fa16b2,Coconut Oil Spray,A zero-calorie coconut oil spray for cooking and baking.,4.99,216,Food 
685e2ba4fc13ae2323fa16b3,Magnetic Spice Containers,Set of magnetic jars for convenient spice organization.,24.99,62,Kitchen
685e2ba4fc13ae2323fa16b4,Gardening Fairy Figurines,Cute fairy figurines to decorate your garden or potted plants.,14.99,353,Garden
685e2ba4fc13ae2323fa16b5,Herb Drying Rack,Mesh drying rack for preserving herbs and flowers.,22.99,218,Garden
685e2ba4fc13ae2323fa16b6,Chino Shorts,Classic chino shorts in a versatile color for summer adventures.,34.99,164,Clothing 
685e2ba4fc13ae2323fa16b7,Apple Cinnamon Breakfast Muffins,Delicious muffins filled with apples and a hint of cinnamon for breakfast.,3.49,307,Food 
685e2ba4fc13ae2323fa16b8,Graphic Sweatshirt,A comfortable sweatshirt featuring a bold graphic print.,34.99,393,Clothing 
685e2ba4fc13ae2323fa16b9,Adjustable Pedicure Footrest,Ergonomic footrest for easier pedicure treatment.,39.99,365,Beauty
685e2ba4fc13ae2323fa16ba,Safety Goggles,Protective goggles for DIY and construction work.,14.99,390,Safety
685e2ba4fc13ae2323fa16bb,Maple Bacon Popcorn,Savory popcorn flavored with maple syrup and bacon bits.,3.49,80,Food 
685e2ba4fc13ae2323fa16bc,Dark Chocolate Covered Almonds,Roasted almonds dipped in rich dark chocolate.,7.19,310,Food 
685e2ba4fc13ae2323fa16bd,Buffalo Style Cauliflower Bites,"Frozen cauliflower bites coated in spicy buffalo sauce, ready to bake and enjoy as an appetizer.",5.49,414,Food 
685e2ba4fc13ae2323fa16be,Travel Pillow with Memory Foam,Ergonomically designed neck pillow for comfortable travel.,29.99,107,Travel
685e2ba4fc13ae2323fa16bf,Thermostatic Shower Valve Kit,Regulate water temperature for safe and comfortable showers.,39.99,99,Bathroom
685e2ba4fc13ae2323fa16c0,Smart Thermostat,Wi-Fi enabled thermostat for energy-saving temperature control.,149.99,165,Smart Home
685e2ba4fc13ae2323fa16c1,Children's Musical Instrument Set,Fun instruments to introduce kids to music.,39.99,467,Toys
685e2ba4fc13ae2323fa16c2,Andouille Sausage,Spicy and smoky sausage great for grilling.,5.49,143,Food 
685e2ba4fc13ae2323fa16c3,Greek Yogurt Parfait,"Layered Greek yogurt with granola and mixed berries, ready to enjoy.",4.49,62,Food 
685e2ba4fc13ae2323fa16c4,Pet Hair Removal Brush,Effective brush for removing loose hair from pets.,14.99,292,Pets
685e2ba4fc13ae2323fa16c5,Mini Pretzels,"Crispy mini pretzels, a great snack any time of day.",2.99,426,Food 
685e2ba4fc13ae2323fa16c6,Cable Knit Cardigan,Cozy cable knit cardigan to layer during chilly evenings.,49.99,79,Clothing 
685e2ba4fc13ae2323fa16c7,Tailored Blazer,Sharp tailored blazer perfect for office wear and professional events.,99.99,120,Clothing 
685e2ba4fc13ae2323fa16c8,Crew Neck Sweater,"A comfortable crew neck sweater, great for all seasons.",39.99,260,Clothing 
685e2ba4fc13ae2323fa16c9,Pistachios,"Roasted pistachios, a healthy and tasty snack.",6.99,46,Food 
685e2ba4fc13ae2323fa16ca,Over-The-Door Shoe Organizer,Space-saving shoe organizer for tight spaces.,25.99,460,Home
685e2ba4fc13ae2323fa16cb,Reflective Safety Vest,Bright safety vest for outdoor visibility during any activity.,19.99,111,Safety
685e2ba4fc13ae2323fa16cc,Savory Pumpkin Soup,Creamy pumpkin soup with spices,3.89,3,Food 
685e2ba4fc13ae2323fa16cd,Marinated Artichokes,Artichoke hearts marinated in herbs and oil.,3.79,138,Food 
685e2ba4fc13ae2323fa16ce,Honey Butter Popcorn,Light and fluffy popcorn coated in sweet honey butter.,2.99,297,Food 
685e2ba4fc13ae2323fa16cf,Truffle Parmesan Fries,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack.",4.99,471,Food 
685e2ba4fc13ae2323fa16d0,Chocolate Avocado Pudding,Rich and creamy pudding made with ripe avocados and cocoa.,4.99,350,Food 
685e2ba4fc13ae2323fa16d1,Floral Wrap Top,A feminine wrap top with a beautiful floral print.,49.99,497,Clothing 
685e2ba4fc13ae2323fa16d2,Beet Salad,"Ready-to-eat beet salad with dressing, great side dish.",3.99,466,Food 
685e2ba4fc13ae2323fa16d3,Vegetable Spiralizer,Create spiraled vegetable noodles easily for healthy meals.,19.99,297,Kitchen
685e2ba4fc13ae2323fa16d4,Camping Chair,Portable folding camping chair with cup holder.,29.99,218,Outdoor
685e2ba4fc13ae2323fa16d5,Coffee Capsule Dispenser,Organize coffee capsules with this stylish dispenser.,24.99,164,Kitchen
685e2ba4fc13ae2323fa16d6,Classic Leather Wallet,A sleek leather wallet that combines style and functionality.,34.99,493,Clothing 
685e2ba4fc13ae2323fa16d7,Peanut Butter Granola,Crunchy granola full of peanut butter flavor and oats.,4.99,259,Food 
685e2ba4fc13ae2323fa16d8,Organic Vanilla Bean Ice Cream,"Creamy ice cream made with real vanilla beans, perfect for desserts.",5.99,317,Food 
685e2ba4fc13ae2323fa16d9,Vegetarian Sausage Links,Plant-based sausage links with spices and herbs.,5.89,324,Food 
685e2ba4fc13ae2323fa16da,Fruit Medley Juice,Refreshing juice blend made with various fresh fruits.,3.49,51,Food 
685e2ba4fc13ae2323fa16db,Silicone Baking Molds,Set of flexible molds for baking cakes and pastries.,15.99,194,Kitchen
685e2ba4fc13ae2323fa16dc,Wireless Car Charger,Convenient charging pad for wireless charging in vehicles.,24.99,263,Automotive
685e2ba4fc13ae2323fa16dd,Dog Training Whistle,High-frequency whistle for training your dog effectively.,8.99,280,Pets
685e2ba4fc13ae2323fa16de,Gardening Tools Set,Complete set of gardening tools for outdoor tasks.,45,467,Garden
685e2ba4fc13ae2323fa16df,Granulated Sugar,Fine granulated sugar for all your baking needs.,2.49,260,Food 
685e2ba4fc13ae2323fa16e0,Pumpkin Spice Pancake Mix,Pancake mix infused with seasonal pumpkin spice flavor.,3.49,484,Food 
685e2ba5fc13ae2323fa16e1,Cooking Utensil Set,Complete set of cooking utensils made from bamboo.,24.99,52,Kitchen
685e2ba5fc13ae2323fa16e2,Paint By Numbers Kit,Relaxing paint kit with pre-printed canvas for painting.,24.99,105,Art Supplies
685e2ba5fc13ae2323fa16e3,Shredded Cheese,"Blend of cheddar and mozzarella cheese, great for recipes.",4.29,340,Food 
685e2ba5fc13ae2323fa16e4,Skincare Fridge,Small fridge designed to keep skincare products cool and fresh.,39.99,61,Beauty
685e2ba5fc13ae2323fa16e5,Chocolate Chip Pancake Mix,Easy-to-make pancake mix with chocolate chips included.,3.99,242,Food 
685e2ba5fc13ae2323fa16e6,Sweet Potato Tots,"Crispy sweet potato bites, delicious as a side or snack.",4.29,386,Food 
685e2ba5fc13ae2323fa16e7,Cranberry Almond Biscotti,Crispy and delicious biscotti flavored with cranberry and almond.,4.19,469,Food 
685e2ba5fc13ae2323fa16e8,Portable Water Filter,Lightweight water filter for outdoor adventures.,29.99,253,Outdoor
685e2ba5fc13ae2323fa16e9,BBQ Lentil Chips,Savory lentil chips with BBQ flavor,3.49,340,Food 
685e2ba5fc13ae2323fa16ea,Picnic Blanket,Waterproof picnic blanket for outdoor fun.,29.99,40,Outdoor
685e2ba5fc13ae2323fa16eb,Wildflower Honey,Natural honey sourced from wildflowers.,4.99,357,Food 
685e2ba5fc13ae2323fa16ec,DIY Candle Kit,Everything you need to make your own scented candles at home.,34.99,379,Crafts
685e2ba5fc13ae2323fa16ed,Dried Cranberries,"Sweet and tart dried cranberries, great for salads and baking.",4.29,357,Food 
685e2ba5fc13ae2323fa16ee,Dark Chocolate Raisins,Juicy raisins coated in rich dark chocolate.,3.49,144,Food 
685e2ba5fc13ae2323fa16ef,Kids' Outdoor Explorer Kit,Fun kit for aspiring explorers with binoculars and a compass.,24.99,37,Toys
685e2ba5fc13ae2323fa16f0,Fitness Tracker Watch,Water-resistant activity tracker and smartwatch features.,79.99,88,Wearable Tech
685e2ba5fc13ae2323fa16f1,Yoga Wheel,Supportive yoga wheel for deep stretching and balance.,34.99,269,Fitness
685e2ba5fc13ae2323fa16f2,Wireless Range Extender,Boost your Wi-Fi signal for better coverage.,49.99,490,Electronics
685e2ba5fc13ae2323fa16f3,Organic Whole Wheat Flour,High-quality whole wheat flour for baking and cooking.,2.99,451,Food 
685e2ba5fc13ae2323fa16f4,Fruit & Nut Trail Mix,"A blend of dried fruits and nuts, great for snacking.",4.99,195,Food 
685e2ba5fc13ae2323fa16f5,Chocolate Peanut Butter Cups,Delicious dark chocolate cups filled with creamy peanut butter.,2.29,467,Food 
685e2ba5fc13ae2323fa16f6,Adjustable Stand for Tablets and Smartphones,Multi-angle stand for easy viewing of devices.,19.99,346,Electronics
685e2ba5fc13ae2323fa16f7,Wild Rice Pilaf,"A mix of wild rice with herbs and spices, ready to serve.",3.79,174,Food 
685e2ba5fc13ae2323fa16f8,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,129.99,473,Toys
685e2ba5fc13ae2323fa16f9,High-Quality Yoga Block,Foam yoga block for enhancing poses and stability.,12.99,60,Fitness
685e2ba5fc13ae2323fa16fa,Scented Candles,Set of three aromatic candles with various scents.,19.99,192,Home
685e2ba5fc13ae2323fa16fb,Portable Solar Path Lights,Eco-friendly solar lights for pathways and gardens.,39.99,464,Outdoor
685e2ba5fc13ae2323fa16fc,Wireless Gaming Mouse,Ergonomic mouse designed for gamers with high DPI.,39.99,53,Gaming
685e2ba5fc13ae2323fa16fd,Electric Razor,Rechargeable electric razor for a smooth shave.,59.99,441,Health
685e2ba5fc13ae2323fa16fe,Roasted Garlic Aioli,Flavored aioli made with roasted garlic,3.79,30,Food 
685e2ba5fc13ae2323fa16ff,Camping Chair,Portable folding camping chair with cup holder.,29.99,87,Outdoor
685e2ba5fc13ae2323fa1700,Folding Pocket Knife,Compact knife with safety lock for everyday use.,24.99,324,Tools
685e2ba5fc13ae2323fa1701,Avocado Oil Mayo,Creamy mayonnaise made with avocado oil for a healthier twist.,5.29,188,Food 
685e2ba5fc13ae2323fa1702,Honey Butter Popcorn,Light and fluffy popcorn coated in sweet honey butter.,2.99,311,Food 
685e2ba5fc13ae2323fa1703,Creamy Garlic Dressing,"Rich and creamy dressing with garlic flavor, perfect for salads.",3.99,272,Food 
685e2ba5fc13ae2323fa1704,Pineapple Chunks (canned),Sweet pineapple chunks in syrup.,2.29,238,Food 
685e2ba5fc13ae2323fa1705,Almond Flour Cookies,Delicious cookies made with almond flour for a gluten-free treat.,4.99,132,Food 
685e2ba5fc13ae2323fa1706,Flavored Instant Oatmeal,Quick oatmeal with various flavors,2.99,432,Food 
685e2ba5fc13ae2323fa1707,Granola Bars,"Crispy and chewy granola bars, perfect for on-the-go.",4.99,197,Food 
685e2ba5fc13ae2323fa1708,Herb Garlic Butter,"A flavorful garlic butter blend, perfect for cooking or baking.",3.99,298,Food 
685e2ba5fc13ae2323fa1709,Almond Joy Protein Bars,Chocolate coconut protein bars inspired by the classic candy bar.,1.99,272,Food 
685e2ba5fc13ae2323fa170a,Oven Mitts with Pocket,Silicone oven mitts designed for safe cooking and baking.,19.99,103,Kitchen
685e2ba5fc13ae2323fa170b,Infrared Thermometer,Non-contact thermometer for checking temperatures instantly.,39.99,436,Health
685e2ba5fc13ae2323fa170c,Cotton Quilted Throw Blanket,Cozy throw blanket perfect for adding warmth to your home.,39.99,255,Home
685e2ba5fc13ae2323fa170d,Berries Medley,"A mix of fresh raspberries, blueberries, and blackberries.",6.99,149,Food 
685e2ba5fc13ae2323fa170e,Wild Rice & Quinoa Mix,"Nutritious blend of wild rice and quinoa, perfect as a side dish.",2.99,289,Food 
685e2ba5fc13ae2323fa170f,Banana Nut Oatmeal Cups,"Quick oatmeal cups with banana and nut flavor, great for breakfast.",2.99,33,Food 
685e2ba5fc13ae2323fa1710,Jennifer's Amazing Lip Balm Kit,DIY kit to make your own lip balms in various flavors.,22.99,360,Beauty
685e2ba5fc13ae2323fa1711,Herb Garden Planter Box,Elevated planter box for growing herbs or small plants easily.,49.99,344,Garden
685e2ba5fc13ae2323fa1712,Foldable Yoga Mat Carry Bag,Durable bag for carrying your yoga mat and accessories.,18.99,139,Fitness
685e2ba5fc13ae2323fa1713,Air Fryer Oven,"Versatile air fryer that also roasts, bakes, and broils.",149.99,67,Kitchen
685e2ba5fc13ae2323fa1714,Portable Pet Stroller,Convenient stroller for pets to enjoy outdoor walks.,89.99,273,Pets
685e2ba5fc13ae2323fa1715,Indoor Plants,Assorted indoor plants for home decor.,19.99,351,Garden
685e2ba5fc13ae2323fa1716,Honey Sesame Chicken,A delicious chicken dish featuring honey and sesame flavors.,8.99,491,Food 
685e2ba5fc13ae2323fa1717,Compressed Towel Tablets,"Compact towels that expand when wet, ideal for travel.",12.99,332,Travel
685e2ba5fc13ae2323fa1718,Fashionable Scarves Set,Stylish scarves to accessorize any outfit.,24.99,409,Clothing
685e2ba5fc13ae2323fa1719,Noise-Canceling Headphones,High-quality headphones that block out external noise for immersive listening.,119.99,20,Audio
685e2ba5fc13ae2323fa171a,Biodegradable Phone Case,Eco-friendly phone case designed to decompose safely.,23.99,232,Accessories
685e2ba5fc13ae2323fa171b,Picnic Blanket,Waterproof picnic blanket for outdoor fun.,29.99,413,Outdoor
685e2ba5fc13ae2323fa171c,Kids' Gardening Tools Set,Fun and colorful gardening tools designed for children.,22.99,498,Toys
